job_name,company_name,location,city,district,salary,salary_min,salary_max,salary_unit,salary_count,job_type,employment_type,experience_requirement,education_requirement,platform,source_job_id,source_keyword,jd_url,jd_content,job_description,job_requirement,job_tags,skill_tags,company_industry,company_stage,company_size,welfare_tags,publish_date,crawl_time
光学工程师（25届、26届应届生）,上海频准激光科技股份有限公司,上海·嘉定区,上海,嘉定区,1-2万·13薪,1,2,,,校招/应届,0,无需经验,本科,前程无忧,167474278,应届生,https://jobs.51job.com/shanghai-jdq/167474278.html?s=sou_sou_soulb&t=0_0&req=b6e75f704fc8de9e164c3662346b49cd,"- 设计和开发激光器光学系统，确保其性能满足项目需求；
- 进行激光器光学元件的选择与测试，保证系统稳定性和可靠性；
- 与团队协作解决生产过程中的技术难题，提升产品质量；
- 跟踪激光器技术的发展动态，提出改进方案；
- 编写详细的实验报告和技术文档，确保技术资料的完整性和准确性。
【任职要求】
- 本科、硕士及以上学历，光电、光学、物理学等相关专业；欢迎优秀的25届、26届应届毕业生投递；
- 掌握基本的光学原理和激光器工作原理，熟练掌握Zemax或其他光学设计软件；
- 具有一定的动手能力和问题解决能力；
- 工作积极主动，自驱力较强，具有良好的沟通协调能力和团队合作精神。
无需经验；本科；实验报告；光学；技术文档；光电；zemax；光学设计软件；光学原理；物理学；激光器；五险一金；年终奖金；绩效奖金；定期体检；专业培训；员工旅游；带薪年假；节日福利；免费班车；周末双休；免费工作餐；租房补贴","- 设计和开发激光器光学系统，确保其性能满足项目需求；
- 进行激光器光学元件的选择与测试，保证系统稳定性和可靠性；
- 与团队协作解决生产过程中的技术难题，提升产品质量；
- 跟踪激光器技术的发展动态，提出改进方案；
- 编写详细的实验报告和技术文档，确保技术资料的完整性和准确性。","- 本科、硕士及以上学历，光电、光学、物理学等相关专业；欢迎优秀的25届、26届应届毕业生投递；
- 掌握基本的光学原理和激光器工作原理，熟练掌握Zemax或其他光学设计软件；
- 具有一定的动手能力和问题解决能力；
- 工作积极主动，自驱力较强，具有良好的沟通协调能力和团队合作精神。
无需经验；本科；实验报告；光学；技术文档；光电；zemax；光学设计软件；光学原理；物理学；激光器；五险一金；年终奖金；绩效奖金；定期体检；专业培训；员工旅游；带薪年假；节日福利；免费班车；周末双休；免费工作餐；租房补贴",无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,仪器仪表/工业自动化,,150-500人,无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,2025-11-22 17:17:50,2026-03-25 19:43:29
芯片测试工程师(应届生),广东鸿翼芯汽车电子科技有限公司,上海·徐汇区,上海,徐汇区,1.5-3万·13薪,1.5,3,,,校招/应届,0,无需经验,本科,前程无忧,171058819,应届生,https://jobs.51job.com/shanghai-xhq/171058819.html?s=sou_sou_soulb&t=0_0&req=b6e75f704fc8de9e164c3662346b49cd,"职责描述：
1、评估产品CP/FT测试可行性，设计CP/FT测试方案，选型ATE平台；
2、开发CP针卡、FT Load Board，选型Socket；
3、开发、调试CP/FT测试程序；
4、对接测试厂，支持解决量产问题、管理程序版本；
5、评估和改善CP/FT测试程序稳定性， 优化CP/FT测试时间；
任职要求：
1、电子/仪器仪表相关专业，本科以上学历（硕士优先）；
2、半导体行业相关工作经验（含测试厂NPI或PIE经验、测试程序开发经验；熟悉车规芯片应用者优先），优秀应届生亦考虑；
3、熟悉不同测试厂资源，熟悉数模混合电路测试平台（如ACCO、长川、爱德万、泰瑞达）；
4、做事严谨细致，原则性强；沟通协作性强，具备主动学习能力。
无需经验；本科；电子；半导体行业；pie；acco；cp/ft测试；测试进程；仪器仪表；五险一金；补充医疗保险；绩效奖金；年终奖金；定期体检；股票期权；专业培训；员工旅游；定期团建；人才发展基金；餐饮补贴","1、评估产品CP/FT测试可行性，设计CP/FT测试方案，选型ATE平台；
2、开发CP针卡、FT Load Board，选型Socket；
3、开发、调试CP/FT测试程序；
4、对接测试厂，支持解决量产问题、管理程序版本；
5、评估和改善CP/FT测试程序稳定性， 优化CP/FT测试时间；","1、电子/仪器仪表相关专业，本科以上学历（硕士优先）；
2、半导体行业相关工作经验（含测试厂NPI或PIE经验、测试程序开发经验；熟悉车规芯片应用者优先），优秀应届生亦考虑；
3、熟悉不同测试厂资源，熟悉数模混合电路测试平台（如ACCO、长川、爱德万、泰瑞达）；
4、做事严谨细致，原则性强；沟通协作性强，具备主动学习能力。
无需经验；本科；电子；半导体行业；pie；acco；cp/ft测试；测试进程；仪器仪表；五险一金；补充医疗保险；绩效奖金；年终奖金；定期体检；股票期权；专业培训；员工旅游；定期团建；人才发展基金；餐饮补贴",无需经验|本科|电子|半导体行业|pie|acco|cp/ft测试|测试进程|仪器仪表|五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|股票期权|专业培训|员工旅游|定期团建|人才发展基金|餐饮补贴,无需经验|本科|电子|半导体行业|pie|acco|cp/ft测试|测试进程|仪器仪表|五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|股票期权|专业培训|员工旅游|定期团建|人才发展基金|餐饮补贴,电子技术/半导体/集成电路,,50-150人,无需经验|本科|电子|半导体行业|pie|acco|cp/ft测试|测试进程|仪器仪表|五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|股票期权|专业培训|员工旅游|定期团建|人才发展基金|餐饮补贴,2026-03-16 08:39:58,2026-03-25 19:43:29
失效分析工程师（应届生）,"Alpha & Omega Semiconductor Co., Ltd",上海,上海,,7-8千·13薪,7,8,,,校招/应届,0,无需经验,本科,前程无忧,157730785,应届生,https://jobs.51job.com/shanghai/157730785.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"岗位要求
1. 根据要求及时、正确完成分析工作；
2. 按适当流程处置分析样品，独立完成产品失效分析原因；
3. 操作图示仪、X光、超声扫描、开封、液晶、研磨、电子显微等设备仪器；
4. 对相关部门提供技术支持；
5. 发送及审核相关分析报告；
6. 完成主管指派任务；
任职要求：
11.本科学历（电子封装技术与微电子科学与技术等专业）一年以上工作经验；
2.了解半导体相关物理知识，封装测试流程及相关工序工艺要点；
3.规范的操作分析设备仪器。
家住松江和青浦优先考虑！！！
无需经验；本科；失效分析；电子技术；FA；年终奖金；五险一金；补充医疗保险；免费班车；定期体检；股票期权；专业培训；员工宿舍；十三薪","岗位要求
1. 根据要求及时、正确完成分析工作；
2. 按适当流程处置分析样品，独立完成产品失效分析原因；
3. 操作图示仪、X光、超声扫描、开封、液晶、研磨、电子显微等设备仪器；
4. 对相关部门提供技术支持；
5. 发送及审核相关分析报告；
6. 完成主管指派任务；
任职要求：
11.本科学历（电子封装技术与微电子科学与技术等专业）一年以上工作经验；
2.了解半导体相关物理知识，封装测试流程及相关工序工艺要点；
3.规范的操作分析设备仪器。
家住松江和青浦优先考虑！！！
无需经验；本科；失效分析；电子技术；FA；年终奖金；五险一金；补充医疗保险；免费班车；定期体检；股票期权；专业培训；员工宿舍；十三薪","1. 根据要求及时、正确完成分析工作；
2. 按适当流程处置分析样品，独立完成产品失效分析原因；
3. 操作图示仪、X光、超声扫描、开封、液晶、研磨、电子显微等设备仪器；
4. 对相关部门提供技术支持；
5. 发送及审核相关分析报告；
6. 完成主管指派任务；
11.本科学历（电子封装技术与微电子科学与技术等专业）一年以上工作经验；
2.了解半导体相关物理知识，封装测试流程及相关工序工艺要点；
3.规范的操作分析设备仪器。
家住松江和青浦优先考虑！！！
无需经验；本科；失效分析；电子技术；FA；年终奖金；五险一金；补充医疗保险；免费班车；定期体检；股票期权；专业培训；员工宿舍；十三薪",无需经验|本科|失效分析|电子技术|FA|年终奖金|五险一金|补充医疗保险|免费班车|定期体检|股票期权|专业培训|员工宿舍|十三薪,无需经验|本科|失效分析|电子技术|FA|年终奖金|五险一金|补充医疗保险|免费班车|定期体检|股票期权|专业培训|员工宿舍|十三薪,电子技术/半导体/集成电路,,1000-5000人,无需经验|本科|失效分析|电子技术|FA|年终奖金|五险一金|补充医疗保险|免费班车|定期体检|股票期权|专业培训|员工宿舍|十三薪,2026-03-13 09:25:22,2026-03-25 19:43:33
光学工程师（25届、26届应届生）,上海频准激光科技股份有限公司,上海·嘉定区,上海,嘉定区,1-2万·13薪,1,2,,,校招/应届,0,无需经验,本科,前程无忧,167474278,应届生,https://jobs.51job.com/shanghai-jdq/167474278.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"- 设计和开发激光器光学系统，确保其性能满足项目需求；
- 进行激光器光学元件的选择与测试，保证系统稳定性和可靠性；
- 与团队协作解决生产过程中的技术难题，提升产品质量；
- 跟踪激光器技术的发展动态，提出改进方案；
- 编写详细的实验报告和技术文档，确保技术资料的完整性和准确性。
【任职要求】
- 本科、硕士及以上学历，光电、光学、物理学等相关专业；欢迎优秀的25届、26届应届毕业生投递；
- 掌握基本的光学原理和激光器工作原理，熟练掌握Zemax或其他光学设计软件；
- 具有一定的动手能力和问题解决能力；
- 工作积极主动，自驱力较强，具有良好的沟通协调能力和团队合作精神。
无需经验；本科；实验报告；光学；技术文档；光电；zemax；光学设计软件；光学原理；物理学；激光器；五险一金；年终奖金；绩效奖金；定期体检；专业培训；员工旅游；带薪年假；节日福利；免费班车；周末双休；免费工作餐；租房补贴","- 设计和开发激光器光学系统，确保其性能满足项目需求；
- 进行激光器光学元件的选择与测试，保证系统稳定性和可靠性；
- 与团队协作解决生产过程中的技术难题，提升产品质量；
- 跟踪激光器技术的发展动态，提出改进方案；
- 编写详细的实验报告和技术文档，确保技术资料的完整性和准确性。","- 本科、硕士及以上学历，光电、光学、物理学等相关专业；欢迎优秀的25届、26届应届毕业生投递；
- 掌握基本的光学原理和激光器工作原理，熟练掌握Zemax或其他光学设计软件；
- 具有一定的动手能力和问题解决能力；
- 工作积极主动，自驱力较强，具有良好的沟通协调能力和团队合作精神。
无需经验；本科；实验报告；光学；技术文档；光电；zemax；光学设计软件；光学原理；物理学；激光器；五险一金；年终奖金；绩效奖金；定期体检；专业培训；员工旅游；带薪年假；节日福利；免费班车；周末双休；免费工作餐；租房补贴",无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,仪器仪表/工业自动化,,150-500人,无需经验|本科|实验报告|光学|技术文档|光电|zemax|光学设计软件|光学原理|物理学|激光器|五险一金|年终奖金|绩效奖金|定期体检|专业培训|员工旅游|带薪年假|节日福利|免费班车|周末双休|免费工作餐|租房补贴,2025-11-22 17:17:50,2026-03-25 19:43:33
机械设计工程师（应届生培养岗）,上海富驰高科技股份有限公司,上海·宝山区,上海,宝山区,6-8千,6,8,,,校招/应届,0,无需经验,本科,前程无忧,168912929,应届生,https://jobs.51job.com/shanghai-bsq/168912929.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"一、工作内容：
1、 参与产品设计与开发，协助完成机械结构方案的制定与优化；
2、使用CAD、SolidWorks等工具进行图纸绘制与三维建模；
3、 配合团队完成样机试制及测试工作，分析并解决设计中的技术问题；
4、学习公司产品体系与设计规范，逐步成长为独立承担项目的设计工程师。
二、任职要求：
1、 25届本科及以上学历，机械工程、机械设计及相关专业应届毕业生；
2、接受26届应届生长期实习毕业转正留用。26届应届生需签订三方协议及实习协议近期可报到长期全勤实习至毕业前；
3、 熟悉机械原理与制图，具备良好的逻辑思维和学习能力；
4、具备较强的责任心和团队协作精神，愿意接受挑战与成长；
5、有相关实习或项目经验者优先，无经验者亦可提供系统培训；
6、需要可以独立绘制简易工装治具等图纸。
补充：由于机械设计岗位涉及现场上机实操画图，所以这个岗位只能线下面试。
无需经验；本科；SW；CAD；五险一金；年终奖金；定期体检；专业培训；节日福利；带薪年假；系统培训；全勤；提供住宿；免费工作餐","1、 参与产品设计与开发，协助完成机械结构方案的制定与优化；
2、使用CAD、SolidWorks等工具进行图纸绘制与三维建模；
3、 配合团队完成样机试制及测试工作，分析并解决设计中的技术问题；
4、学习公司产品体系与设计规范，逐步成长为独立承担项目的设计工程师。","1、 25届本科及以上学历，机械工程、机械设计及相关专业应届毕业生；
2、接受26届应届生长期实习毕业转正留用。26届应届生需签订三方协议及实习协议近期可报到长期全勤实习至毕业前；
3、 熟悉机械原理与制图，具备良好的逻辑思维和学习能力；
4、具备较强的责任心和团队协作精神，愿意接受挑战与成长；
5、有相关实习或项目经验者优先，无经验者亦可提供系统培训；
6、需要可以独立绘制简易工装治具等图纸。
补充:由于机械设计岗位涉及现场上机实操画图，所以这个岗位只能线下面试。
无需经验；本科；SW；CAD；五险一金；年终奖金；定期体检；专业培训；节日福利；带薪年假；系统培训；全勤；提供住宿；免费工作餐",无需经验|本科|SW|CAD|五险一金|年终奖金|定期体检|专业培训|节日福利|带薪年假|系统培训|全勤|提供住宿|免费工作餐,无需经验|本科|SW|CAD|五险一金|年终奖金|定期体检|专业培训|节日福利|带薪年假|系统培训|全勤|提供住宿|免费工作餐,家具/家电/玩具/礼品,,1000-5000人,无需经验|本科|SW|CAD|五险一金|年终奖金|定期体检|专业培训|节日福利|带薪年假|系统培训|全勤|提供住宿|免费工作餐,2026-01-21 10:50:17,2026-03-25 19:43:33
机械电气专业应届生招聘,上海涵欧制药设备有限公司,上海·闵行区,上海,闵行区,6千-1.1万,6,6,,,校招/应届,0,无需经验,本科,前程无忧,170003749,应届生,https://jobs.51job.com/shanghai-mhq/170003749.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"【工作内容】
- 参与机械或者电气系统的设计、调试及优化工作；
- 协助完成产品开发过程中的技术文档编写与维护；
- 配合团队进行设备安装、测试及现场技术支持；
- 学习并掌握公司相关产品的技术规范与标准。
【任职要求】
- 全日制本科及以上学历，机械工程、电气工程或相关专业应届毕业生；
-成绩优异，GPA校内排名20%以内；
-校内参加过专业相关竞赛并获奖，机械专业：综合设计类、专业工程类和数字化技术类；电气类：西门子挑战杯、电气电子工程创新大赛；
-英语四级以上；
- 具备良好的学习能力与责任心，适应团队协作；
- 熟练使用相关设计软件，机械专业：AutoCAD、Soliworks、电气专业：Eplan、PLC和HMI编程软件；
- 对机械与电气系统有浓厚兴趣，愿意在该领域长期发展。
无需经验；本科；机械；电气；机械标准件；五险一金；年终奖金；绩效奖金；专业培训；定期体检；员工旅游；带薪年假；节日福利；免费班车；员工宿舍；工作餐","- 参与机械或者电气系统的设计、调试及优化工作；
- 协助完成产品开发过程中的技术文档编写与维护；
- 配合团队进行设备安装、测试及现场技术支持；
- 学习并掌握公司相关产品的技术规范与标准。","- 全日制本科及以上学历，机械工程、电气工程或相关专业应届毕业生；
-成绩优异，GPA校内排名20%以内；
-校内参加过专业相关竞赛并获奖，机械专业:综合设计类、专业工程类和数字化技术类；电气类:西门子挑战杯、电气电子工程创新大赛；
-英语四级以上；
- 具备良好的学习能力与责任心，适应团队协作；
- 熟练使用相关设计软件，机械专业:AutoCAD、Soliworks、电气专业:Eplan、PLC和HMI编程软件；
- 对机械与电气系统有浓厚兴趣，愿意在该领域长期发展。
无需经验；本科；机械；电气；机械标准件；五险一金；年终奖金；绩效奖金；专业培训；定期体检；员工旅游；带薪年假；节日福利；免费班车；员工宿舍；工作餐",无需经验|本科|机械|电气|机械标准件|五险一金|年终奖金|绩效奖金|专业培训|定期体检|员工旅游|带薪年假|节日福利|免费班车|员工宿舍|工作餐,无需经验|本科|机械|电气|机械标准件|五险一金|年终奖金|绩效奖金|专业培训|定期体检|员工旅游|带薪年假|节日福利|免费班车|员工宿舍|工作餐,制药/生物工程,,50-150人,无需经验|本科|机械|电气|机械标准件|五险一金|年终奖金|绩效奖金|专业培训|定期体检|员工旅游|带薪年假|节日福利|免费班车|员工宿舍|工作餐,2026-02-03 11:43:27,2026-03-25 19:43:33
机械设计工程师（应届生）,上海诺倬力机电科技有限公司,上海·浦东新区,上海,浦东新区,8千-1.2万,8,8,,,校招/应届,0,无需经验,本科,前程无忧,167911238,应届生,https://jobs.51job.com/shanghai-pdxq/167911238.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"工作职责：
1、负责五轴机床布局结构、传动系统、防护钣金方案、有限元分析设计；
2、负责按要求创建及归档相关机械文档，并负责机床技术资料的收集、整理；
3、负责车间现场、客户现场的问题沟通及解决；
4、完成上级领导安排的其他临时性、阶段性或其他工作任务。
任职资格：
1、大学本科学历以上，机械设计、机械制造等相关专业；
2、熟悉各种机械加工工艺，熟练运用SOLIDWORKS\ CAD等设计软件；
3、熟练掌握常规气动/液压/机械原理等基础知识；
4、具备团队合作精神与学习能力，具备较强沟通能力、表达能力与抗压能力。
（毕业2年左右也可投递）
无需经验；本科；五险一金；带薪年假；餐补","1、负责五轴机床布局结构、传动系统、防护钣金方案、有限元分析设计；
2、负责按要求创建及归档相关机械文档，并负责机床技术资料的收集、整理；
3、负责车间现场、客户现场的问题沟通及解决；
4、完成上级领导安排的其他临时性、阶段性或其他工作任务。","1、大学本科学历以上，机械设计、机械制造等相关专业；
2、熟悉各种机械加工工艺，熟练运用SOLIDWORKS\ CAD等设计软件；
3、熟练掌握常规气动/液压/机械原理等基础知识；
4、具备团队合作精神与学习能力，具备较强沟通能力、表达能力与抗压能力。
（毕业2年左右也可投递）
无需经验；本科；五险一金；带薪年假；餐补",无需经验|本科|五险一金|带薪年假|餐补,无需经验|本科|五险一金|带薪年假|餐补,机械/设备/重工,,150-500人,无需经验|本科|五险一金|带薪年假|餐补,2026-03-24 11:07:14,2026-03-25 19:43:33
商务管培生（应届生）,上海和达汽车配件有限公司,上海·青浦区,上海,青浦区,9-12万/年,9,12,万/年,,校招/应届,0,无需经验,本科,前程无忧,163339433,应届生,https://jobs.51job.com/shanghai-qpq/163339433.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"1.1维护现有客户，及时反馈市场、客户和业务信息；
1.2负责客户沟通、客户回访、客户接待，提高客户满意度。
2.1负责独立或协助进行商务谈判，提交谈判纪要,参与引进产品价格商务谈判；
2.2负责制定产品定价和报价策略，为产品销售及时提供报价支持和服务；
2.3负责了解并跟踪相关产品系统配置、成本构成及变化、相应市场价格情况；
2.4负责年度价格的谈判协调客诉及质量问题；
2.5负责每一次的工程设变报价及价格谈判。
3.1负责开发新客户新项目，有效建立客户关系，；
3.2负责产品项目技术交流，解决客户问题点，项目定点跟踪；
3.3负责定点项目的资料、合同、协议、备忘录等进行签署、归档保存；
4.1 负责跟踪客户订单，定期整理已销售产品的应收款项，确保每月的项目回款、发票正常收回；
4.2对客户及质量问题作出快速反应并划分责任到各个相关部门,督促各部门进行整改;将整改进度与结果适时反馈给客户，对客诉及质量问题做原因分析,并保存相关记录。
4.3跟进供货异常状况，确保满足客户产能交付；
4.4控制库存，实现动态库存的零管理；
4.5每周内外部的例会及客户技术交流等工作汇报。
5.1遵守公司规章制度，及时完成上级临时交办的各类工作任务。
5.2与公司相关部门的协调、对接工作。
5.3考勤考核等。
无需经验；本科；学习能力强；五险一金；做五休二；免费午餐；年终奖金；绩效奖金；专业培训；领导好；餐饮补贴","1.1维护现有客户，及时反馈市场、客户和业务信息；
1.2负责客户沟通、客户回访、客户接待，提高客户满意度。
2.1负责独立或协助进行商务谈判，提交谈判纪要,参与引进产品价格商务谈判；
2.2负责制定产品定价和报价策略，为产品销售及时提供报价支持和服务；
2.3负责了解并跟踪相关产品系统配置、成本构成及变化、相应市场价格情况；
2.4负责年度价格的谈判协调客诉及质量问题；
2.5负责每一次的工程设变报价及价格谈判。
3.1负责开发新客户新项目，有效建立客户关系，；
3.2负责产品项目技术交流，解决客户问题点，项目定点跟踪；
3.3负责定点项目的资料、合同、协议、备忘录等进行签署、归档保存；
4.1 负责跟踪客户订单，定期整理已销售产品的应收款项，确保每月的项目回款、发票正常收回；
4.2对客户及质量问题作出快速反应并划分责任到各个相关部门,督促各部门进行整改;将整改进度与结果适时反馈给客户，对客诉及质量问题做原因分析,并保存相关记录。
4.3跟进供货异常状况，确保满足客户产能交付；
4.4控制库存，实现动态库存的零管理；
4.5每周内外部的例会及客户技术交流等工作汇报。
5.1遵守公司规章制度，及时完成上级临时交办的各类工作任务。
5.2与公司相关部门的协调、对接工作。
5.3考勤考核等。
无需经验；本科；学习能力强；五险一金；做五休二；免费午餐；年终奖金；绩效奖金；专业培训；领导好；餐饮补贴",,无需经验|本科|学习能力强|五险一金|做五休二|免费午餐|年终奖金|绩效奖金|专业培训|领导好|餐饮补贴,无需经验|本科|学习能力强|五险一金|做五休二|免费午餐|年终奖金|绩效奖金|专业培训|领导好|餐饮补贴,汽车零配件,,1000-5000人,无需经验|本科|学习能力强|五险一金|做五休二|免费午餐|年终奖金|绩效奖金|专业培训|领导好|餐饮补贴,2026-03-13 10:54:24,2026-03-25 19:43:33
织物设计岗（接受应届生）,上海九裕纺织科技有限公司,上海·闵行区,上海,闵行区,8千-1万·15薪,8,8,,,校招/应届,0,无需经验,本科,前程无忧,171130279,应届生,https://jobs.51job.com/shanghai-mhq/171130279.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"一、岗位职责（以下均为需重点学习的关键职能）
1.学习并协助织物分析等工作；
2.协助纱线寻找；
3.参与织物设计；
4..胚布确认；
5.成品确认。
二、任职要求
1.认同并且践行企业价值观：利他，正己，好学，精进”;
2.学历要求：本科/或以上优先；一本、211院校优先考虑；
3.专业要求：纺织品设计类专业；
4.英语：六级；
5.其他要求：具备较强的自我学习能力，自驱力较强。
四、福利待遇
1.有竞争力的薪资水平；
2.年中、年终奖金（一年2次）；
3.每年调薪；
4.五险二金（孝养金）；
5.团建旅游；
6.年度体检；
7.运动健康：每周读书会、羽毛球、乒乓球、八段锦健康活动；
8.每周免费素食；
9.提供班车服务（9号线、12号线）
无需经验；本科；年终奖金；每年调薪；团建旅游；五险二金；孝养金；班车；年度体检；五险一金；免费班车；员工旅游；专业培训；定期体检；定期团建；带薪年假；免费素食餐","1.学习并协助织物分析等工作；
2.协助纱线寻找；
3.参与织物设计；
4..胚布确认；
5.成品确认。","1.认同并且践行企业价值观:利他，正己，好学，精进”;
2.学历要求:本科/或以上优先；一本、211院校优先考虑；
3.专业要求:纺织品设计类专业；
4.英语:六级；
5.其他要求:具备较强的自我学习能力，自驱力较强。
四、福利待遇
1.有竞争力的薪资水平；
2.年中、年终奖金（一年2次）；
3.每年调薪；
4.五险二金（孝养金）；
5.团建旅游；
6.年度体检；
7.运动健康:每周读书会、羽毛球、乒乓球、八段锦健康活动；
8.每周免费素食；
9.提供班车服务（9号线、12号线）
无需经验；本科；年终奖金；每年调薪；团建旅游；五险二金；孝养金；班车；年度体检；五险一金；免费班车；员工旅游；专业培训；定期体检；定期团建；带薪年假；免费素食餐",无需经验|本科|年终奖金|每年调薪|团建旅游|五险二金|孝养金|班车|年度体检|五险一金|免费班车|员工旅游|专业培训|定期体检|定期团建|带薪年假|免费素食餐,无需经验|本科|年终奖金|每年调薪|团建旅游|五险二金|孝养金|班车|年度体检|五险一金|免费班车|员工旅游|专业培训|定期体检|定期团建|带薪年假|免费素食餐,服装/纺织/皮革,,50-150人,无需经验|本科|年终奖金|每年调薪|团建旅游|五险二金|孝养金|班车|年度体检|五险一金|免费班车|员工旅游|专业培训|定期体检|定期团建|带薪年假|免费素食餐,2026-03-18 16:51:13,2026-03-25 19:43:33
承做岗（2026届校园招聘）,东海证券股份有限公司,上海·浦东新区,上海,浦东新区,8千-1万,8,8,,,校招/应届,0,无需经验,本科,前程无忧,168036820,应届生,https://jobs.51job.com/shanghai-pdxq/168036820.html?s=sou_sou_soulb&t=0_0&req=2a406454f5e5482b388e5d835f4c9c0b,"岗位职责:
1.协助带教老师完成各类债权类(含资产证券化)业务的项目开发、承做存续期管理及维护工作;
2.协助带教老师进行项目融资方案设计，协助完成募集说明书或其他申报发行材料的整理和制作工作，协助尽职调查工作。
任职要求:
1.具备一定债权类（含资产证券化）投行实习经验优先；
2.具有较强的材料制作及整理能力，注重细节；
3.性格开朗，逻辑清晰，有良好的语言表达能力和沟通协调能力；
4.具有较高的自驱力及抗压能力，具备团队协作意识；
5.本科以上学历，金融、财务、经济、法律等相关专业。
无需经验；本科；财务；金融；尽职调查；项目开发；经济；法律；投行；募集说明书；存续期管理；融资方案设计；五险一金；绩效奖金；年终奖金；餐饮补贴；通讯补贴；补充医疗保险；交通补贴；补充公积金；带薪年假；专业培训；有餐补","1.协助带教老师完成各类债权类(含资产证券化)业务的项目开发、承做存续期管理及维护工作;
2.协助带教老师进行项目融资方案设计，协助完成募集说明书或其他申报发行材料的整理和制作工作，协助尽职调查工作。","1.具备一定债权类（含资产证券化）投行实习经验优先；
2.具有较强的材料制作及整理能力，注重细节；
3.性格开朗，逻辑清晰，有良好的语言表达能力和沟通协调能力；
4.具有较高的自驱力及抗压能力，具备团队协作意识；
5.本科以上学历，金融、财务、经济、法律等相关专业。
无需经验；本科；财务；金融；尽职调查；项目开发；经济；法律；投行；募集说明书；存续期管理；融资方案设计；五险一金；绩效奖金；年终奖金；餐饮补贴；通讯补贴；补充医疗保险；交通补贴；补充公积金；带薪年假；专业培训；有餐补",无需经验|本科|财务|金融|尽职调查|项目开发|经济|法律|投行|募集说明书|存续期管理|融资方案设计|五险一金|绩效奖金|年终奖金|餐饮补贴|通讯补贴|补充医疗保险|交通补贴|补充公积金|带薪年假|专业培训|有餐补,无需经验|本科|财务|金融|尽职调查|项目开发|经济|法律|投行|募集说明书|存续期管理|融资方案设计|五险一金|绩效奖金|年终奖金|餐饮补贴|通讯补贴|补充医疗保险|交通补贴|补充公积金|带薪年假|专业培训|有餐补,金融/投资/证券,,1000-5000人,无需经验|本科|财务|金融|尽职调查|项目开发|经济|法律|投行|募集说明书|存续期管理|融资方案设计|五险一金|绩效奖金|年终奖金|餐饮补贴|通讯补贴|补充医疗保险|交通补贴|补充公积金|带薪年假|专业培训|有餐补,2026-03-02 11:41:24,2026-03-25 19:43:33
