job_name,company_name,location,city,district,salary,salary_min,salary_max,salary_unit,salary_count,job_type,employment_type,experience_requirement,education_requirement,platform,source_job_id,source_keyword,jd_url,jd_content,job_description,job_requirement,job_tags,skill_tags,company_industry,company_stage,company_size,welfare_tags,publish_date,crawl_time
材料科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3594227,"岗位方向: 材料科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 材料科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
材料设计科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9607363,"岗位方向: 材料设计科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 材料设计科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电缆工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7948973,"岗位方向: 电缆工程
城市: 上海
来源: 智联校园页","岗位方向: 电缆工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
粉体材料科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3803753,"岗位方向: 粉体材料科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 粉体材料科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
复合材料成型工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3620617,"岗位方向: 复合材料成型工程
城市: 上海
来源: 智联校园页","岗位方向: 复合材料成型工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
复合材料与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4564592,"岗位方向: 复合材料与工程
城市: 上海
来源: 智联校园页","岗位方向: 复合材料与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
高分子材料与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2218490,"岗位方向: 高分子材料与工程
城市: 上海
来源: 智联校园页","岗位方向: 高分子材料与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
焊接技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7789186,"岗位方向: 焊接技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 焊接技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
金属材料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7050337,"岗位方向: 金属材料工程
城市: 上海
来源: 智联校园页","岗位方向: 金属材料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
涂料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8771159,"岗位方向: 涂料工程
城市: 上海
来源: 智联校园页","岗位方向: 涂料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
无机非金属材料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=905389,"岗位方向: 无机非金属材料工程
城市: 上海
来源: 智联校园页","岗位方向: 无机非金属材料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
香料香精技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4397572,"岗位方向: 香料香精技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 香料香精技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
冶金工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4355498,"岗位方向: 冶金工程
城市: 上海
来源: 智联校园页","岗位方向: 冶金工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
软物质科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4018067,"岗位方向: 软物质科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 软物质科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
稀土材料科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7624725,"岗位方向: 稀土材料科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 稀土材料科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器动力工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3854946,"岗位方向: 飞行器动力工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器动力工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器环境与生命保障工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7245468,"岗位方向: 飞行器环境与生命保障工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器环境与生命保障工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器控制与信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2924062,"岗位方向: 飞行器控制与信息工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器控制与信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器设计与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5349548,"岗位方向: 飞行器设计与工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器设计与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器制造工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1572920,"岗位方向: 飞行器制造工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器制造工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
航空航天工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8670096,"岗位方向: 航空航天工程
城市: 上海
来源: 智联校园页","岗位方向: 航空航天工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
无人驾驶航空器系统工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1854128,"岗位方向: 无人驾驶航空器系统工程
城市: 上海
来源: 智联校园页","岗位方向: 无人驾驶航空器系统工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
飞行器运维工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8909563,"岗位方向: 飞行器运维工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器运维工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
工程力学与航天航空工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4673940,"岗位方向: 工程力学与航天航空工程
城市: 上海
来源: 智联校园页","岗位方向: 工程力学与航天航空工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
质量与可靠性工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8149768,"岗位方向: 质量与可靠性工程
城市: 上海
来源: 智联校园页","岗位方向: 质量与可靠性工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
测绘工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=384996,"岗位方向: 测绘工程
城市: 上海
来源: 智联校园页","岗位方向: 测绘工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
导航工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2450880,"岗位方向: 导航工程
城市: 上海
来源: 智联校园页","岗位方向: 导航工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
时空信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8524665,"岗位方向: 时空信息工程
城市: 上海
来源: 智联校园页","岗位方向: 时空信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
地理空间信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8480203,"岗位方向: 地理空间信息工程
城市: 上海
来源: 智联校园页","岗位方向: 地理空间信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
地下水科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1072447,"岗位方向: 地下水科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 地下水科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
地质工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2157520,"岗位方向: 地质工程
城市: 上海
来源: 智联校园页","岗位方向: 地质工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
勘查技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9719831,"岗位方向: 勘查技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 勘查技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
旅游地学与规划工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3272234,"岗位方向: 旅游地学与规划工程
城市: 上海
来源: 智联校园页","岗位方向: 旅游地学与规划工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
资源勘查工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6286663,"岗位方向: 资源勘查工程
城市: 上海
来源: 智联校园页","岗位方向: 资源勘查工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
资源环境大数据工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1139141,"岗位方向: 资源环境大数据工程
城市: 上海
来源: 智联校园页","岗位方向: 资源环境大数据工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电气工程及其自动化,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6344753,"岗位方向: 电气工程及其自动化
城市: 上海
来源: 智联校园页","岗位方向: 电气工程及其自动化
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电气工程与智能控制,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4662251,"岗位方向: 电气工程与智能控制
城市: 上海
来源: 智联校园页","岗位方向: 电气工程与智能控制
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
核电技术与控制工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3188418,"岗位方向: 核电技术与控制工程
城市: 上海
来源: 智联校园页","岗位方向: 核电技术与控制工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
能源互联网工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2988471,"岗位方向: 能源互联网工程
城市: 上海
来源: 智联校园页","岗位方向: 能源互联网工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
系统科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6973565,"岗位方向: 系统科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 系统科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
智能电网信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8001171,"岗位方向: 智能电网信息工程
城市: 上海
来源: 智联校园页","岗位方向: 智能电网信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
大功率半导体科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=889851,"岗位方向: 大功率半导体科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 大功率半导体科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电动载运工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6373899,"岗位方向: 电动载运工程
城市: 上海
来源: 智联校园页","岗位方向: 电动载运工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
智慧能源工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5372159,"岗位方向: 智慧能源工程
城市: 上海
来源: 智联校园页","岗位方向: 智慧能源工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
海洋信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1201057,"岗位方向: 海洋信息工程
城市: 上海
来源: 智联校园页","岗位方向: 海洋信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
智能测控工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=467770,"岗位方向: 智能测控工程
城市: 上海
来源: 智联校园页","岗位方向: 智能测控工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电信工程及管理,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6443520,"岗位方向: 电信工程及管理
城市: 上海
来源: 智联校园页","岗位方向: 电信工程及管理
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
电子信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6917515,"岗位方向: 电子信息工程
城市: 上海
来源: 智联校园页","岗位方向: 电子信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
光电信息科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2446610,"岗位方向: 光电信息科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 光电信息科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
广播电视工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8012018,"岗位方向: 广播电视工程
城市: 上海
来源: 智联校园页","岗位方向: 广播电视工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
水声工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1020076,"岗位方向: 水声工程
城市: 上海
来源: 智联校园页","岗位方向: 水声工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
通信工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6860734,"岗位方向: 通信工程
城市: 上海
来源: 智联校园页","岗位方向: 通信工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
微电子科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3133143,"岗位方向: 微电子科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 微电子科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=104997,"岗位方向: 信息工程
城市: 上海
来源: 智联校园页","岗位方向: 信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:24:23
产品经理实习生 (mj001542),深圳市客路网络科技有限公司,上海杨浦区,上海,杨浦区,3k-4k,3,3,k,,实习,实习,不限,本科,拉勾网,12177699,实习,https://www.lagou.com/jobs/12177699.html,"国际化
职位职责：
<br />1.海外酒店用户端产品，包括客户端体验、流量和用户增长、业务需求支持；
<br />2.对行业相关竞品进行分析，提出功能优化和用户体验方面的改进方案；
<br />3.全程跟进产品需求落地执行（包括但不限于开发、测试、上线）等流程；
<br />4.提供产品运营能力支持。
<br />
<br />
<br />能力需求：
<br />1.热爱旅游行业，关注国内外行业动态；
<br />2.对C端增长以及流量方向有浓厚兴趣；
<br />3.态度积极，良好的沟通表达能力，文字组织能力、主动学习能力；
<br />4.抗压能力强，能主动直面未来工作的各种挑战；
<br />5.熟练使用基础Office软件；实习期不少于3个月；
<br />
<br />
<br />你将获得什么：
<br />1.了解真实的行业数据和用户诉求，提升某一领域的行业认知；
<br />2.参与需求分析、撰写产品需求文档、数据整理等核心内容，全面接触移动端酒店产品设计与运营工作；
<br />3.在优秀的产品成长体系中，不断提升判断需求价值的能力和工作经验；
<br />4.跟随优秀的公司一起看世界，为未来职业发展奠定丰富基础；
旅游｜出行
TO C；旅游｜出行；电商平台","国际化
职位职责:
<br />1.海外酒店用户端产品，包括客户端体验、流量和用户增长、业务需求支持；
<br />2.对行业相关竞品进行分析，提出功能优化和用户体验方面的改进方案；
<br />3.全程跟进产品需求落地执行（包括但不限于开发、测试、上线）等流程；
<br />4.提供产品运营能力支持。
<br />
<br />
<br />能力需求:
<br />1.热爱旅游行业，关注国内外行业动态；
<br />2.对C端增长以及流量方向有浓厚兴趣；
<br />3.态度积极，良好的沟通表达能力，文字组织能力、主动学习能力；
<br />4.抗压能力强，能主动直面未来工作的各种挑战；
<br />5.熟练使用基础Office软件；实习期不少于3个月；
<br />
<br />
<br />你将获得什么:
<br />1.了解真实的行业数据和用户诉求，提升某一领域的行业认知；
<br />2.参与需求分析、撰写产品需求文档、数据整理等核心内容，全面接触移动端酒店产品设计与运营工作；
<br />3.在优秀的产品成长体系中，不断提升判断需求价值的能力和工作经验；
<br />4.跟随优秀的公司一起看世界，为未来职业发展奠定丰富基础；
旅游｜出行
TO C；旅游｜出行；电商平台",,TO C|旅游｜出行|电商平台,TO C|旅游｜出行|电商平台,旅游｜出行,D轮及以上,500-2000人,国际化,2026-03-24 21:35:22,2026-03-24 22:24:24
项目助理（实习）,上海聚仕会科技有限公司,上海静安区,上海,静安区,3k-4k,3,3,k,,实习,实习,不限,本科,拉勾网,12707027,实习,https://www.lagou.com/jobs/12707027.html,"实习证明,坐班,大学生
- 听审上海话音频，核对转写文本是否正确；
<br />- 每日完成≥300条音频质检；
<br />- 同步填充方言专有词对照表；
<br />- 提交日报，反馈疑难问题。
<br />【岗位要求】
<br />- 上海话流利，听辨能力过硬；
<br />- 在校大学生优先，专业不限；
<br />- 自备电脑+有线耳机，网络稳定；
<br />- 需坐班，可提供实习证明；","实习证明,坐班,大学生
- 听审上海话音频，核对转写文本是否正确；
<br />- 每日完成≥300条音频质检；
<br />- 同步填充方言专有词对照表；
<br />- 提交日报，反馈疑难问题。","<br />- 上海话流利，听辨能力过硬；
<br />- 在校大学生优先，专业不限；
<br />- 自备电脑+有线耳机，网络稳定；
<br />- 需坐班，可提供实习证明；","实习证明,坐班,大学生",,,不需要融资,少于15人,"实习证明,坐班,大学生",2026-03-24 15:51:32,2026-03-24 22:24:24
