job_name,company_name,location,city,district,salary,salary_min,salary_max,salary_unit,salary_count,job_type,employment_type,experience_requirement,education_requirement,platform,source_job_id,source_keyword,jd_url,jd_content,job_description,job_requirement,job_tags,skill_tags,company_industry,company_stage,company_size,welfare_tags,publish_date,crawl_time
粉体材料科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2974738,"岗位方向: 粉体材料科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 粉体材料科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
复合材料成型工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9447944,"岗位方向: 复合材料成型工程
城市: 上海
来源: 智联校园页","岗位方向: 复合材料成型工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
复合材料与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9608455,"岗位方向: 复合材料与工程
城市: 上海
来源: 智联校园页","岗位方向: 复合材料与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
高分子材料与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6899433,"岗位方向: 高分子材料与工程
城市: 上海
来源: 智联校园页","岗位方向: 高分子材料与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
焊接技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5842830,"岗位方向: 焊接技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 焊接技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
金属材料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3224889,"岗位方向: 金属材料工程
城市: 上海
来源: 智联校园页","岗位方向: 金属材料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
涂料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6333728,"岗位方向: 涂料工程
城市: 上海
来源: 智联校园页","岗位方向: 涂料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
无机非金属材料工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4327840,"岗位方向: 无机非金属材料工程
城市: 上海
来源: 智联校园页","岗位方向: 无机非金属材料工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
香料香精技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5262636,"岗位方向: 香料香精技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 香料香精技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
冶金工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9704979,"岗位方向: 冶金工程
城市: 上海
来源: 智联校园页","岗位方向: 冶金工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
软物质科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1288340,"岗位方向: 软物质科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 软物质科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
稀土材料科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1955852,"岗位方向: 稀土材料科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 稀土材料科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器动力工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1081933,"岗位方向: 飞行器动力工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器动力工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器环境与生命保障工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1676050,"岗位方向: 飞行器环境与生命保障工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器环境与生命保障工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器控制与信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1166195,"岗位方向: 飞行器控制与信息工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器控制与信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器设计与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6683512,"岗位方向: 飞行器设计与工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器设计与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器制造工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=7381896,"岗位方向: 飞行器制造工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器制造工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
航空航天工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2857028,"岗位方向: 航空航天工程
城市: 上海
来源: 智联校园页","岗位方向: 航空航天工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
无人驾驶航空器系统工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4400220,"岗位方向: 无人驾驶航空器系统工程
城市: 上海
来源: 智联校园页","岗位方向: 无人驾驶航空器系统工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
飞行器运维工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1141937,"岗位方向: 飞行器运维工程
城市: 上海
来源: 智联校园页","岗位方向: 飞行器运维工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
工程力学与航天航空工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6511223,"岗位方向: 工程力学与航天航空工程
城市: 上海
来源: 智联校园页","岗位方向: 工程力学与航天航空工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
质量与可靠性工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=530713,"岗位方向: 质量与可靠性工程
城市: 上海
来源: 智联校园页","岗位方向: 质量与可靠性工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
测绘工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=886021,"岗位方向: 测绘工程
城市: 上海
来源: 智联校园页","岗位方向: 测绘工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
导航工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9515619,"岗位方向: 导航工程
城市: 上海
来源: 智联校园页","岗位方向: 导航工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
时空信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8619923,"岗位方向: 时空信息工程
城市: 上海
来源: 智联校园页","岗位方向: 时空信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
地理空间信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1366908,"岗位方向: 地理空间信息工程
城市: 上海
来源: 智联校园页","岗位方向: 地理空间信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
地下水科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8910664,"岗位方向: 地下水科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 地下水科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
地质工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2778711,"岗位方向: 地质工程
城市: 上海
来源: 智联校园页","岗位方向: 地质工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
勘查技术与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3862641,"岗位方向: 勘查技术与工程
城市: 上海
来源: 智联校园页","岗位方向: 勘查技术与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
旅游地学与规划工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8113320,"岗位方向: 旅游地学与规划工程
城市: 上海
来源: 智联校园页","岗位方向: 旅游地学与规划工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
资源勘查工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5989154,"岗位方向: 资源勘查工程
城市: 上海
来源: 智联校园页","岗位方向: 资源勘查工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
资源环境大数据工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6647265,"岗位方向: 资源环境大数据工程
城市: 上海
来源: 智联校园页","岗位方向: 资源环境大数据工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
电气工程及其自动化,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6521864,"岗位方向: 电气工程及其自动化
城市: 上海
来源: 智联校园页","岗位方向: 电气工程及其自动化
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
电气工程与智能控制,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=8246755,"岗位方向: 电气工程与智能控制
城市: 上海
来源: 智联校园页","岗位方向: 电气工程与智能控制
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
核电技术与控制工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2577454,"岗位方向: 核电技术与控制工程
城市: 上海
来源: 智联校园页","岗位方向: 核电技术与控制工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
能源互联网工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9617292,"岗位方向: 能源互联网工程
城市: 上海
来源: 智联校园页","岗位方向: 能源互联网工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
系统科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6556253,"岗位方向: 系统科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 系统科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
智能电网信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=1768111,"岗位方向: 智能电网信息工程
城市: 上海
来源: 智联校园页","岗位方向: 智能电网信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
大功率半导体科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5570624,"岗位方向: 大功率半导体科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 大功率半导体科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
电动载运工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6331633,"岗位方向: 电动载运工程
城市: 上海
来源: 智联校园页","岗位方向: 电动载运工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
智慧能源工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4491188,"岗位方向: 智慧能源工程
城市: 上海
来源: 智联校园页","岗位方向: 智慧能源工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
海洋信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=6928793,"岗位方向: 海洋信息工程
城市: 上海
来源: 智联校园页","岗位方向: 海洋信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
智能测控工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2188176,"岗位方向: 智能测控工程
城市: 上海
来源: 智联校园页","岗位方向: 智能测控工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
电信工程及管理,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4304372,"岗位方向: 电信工程及管理
城市: 上海
来源: 智联校园页","岗位方向: 电信工程及管理
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
电子信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=3490251,"岗位方向: 电子信息工程
城市: 上海
来源: 智联校园页","岗位方向: 电子信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
光电信息科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=9400923,"岗位方向: 光电信息科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 光电信息科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
广播电视工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5366450,"岗位方向: 广播电视工程
城市: 上海
来源: 智联校园页","岗位方向: 广播电视工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
水声工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=2761162,"岗位方向: 水声工程
城市: 上海
来源: 智联校园页","岗位方向: 水声工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
通信工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=4414721,"岗位方向: 通信工程
城市: 上海
来源: 智联校园页","岗位方向: 通信工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
微电子科学与工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=5513261,"岗位方向: 微电子科学与工程
城市: 上海
来源: 智联校园页","岗位方向: 微电子科学与工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
信息工程,,上海,上海,,,,,,,校招/社招,校招/社招,,,智联招聘,index,实习,https://xiaoyuan.zhaopin.com/search/index?refcode=4404&seed=358522,"岗位方向: 信息工程
城市: 上海
来源: 智联校园页","岗位方向: 信息工程
城市: 上海
来源: 智联校园页",,,,,,,,,2026-03-24 22:22:20
Java,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=Java&industry=&position=,"岗位名称: Java
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=Java&industry=&position=","岗位名称: Java
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=Java&industry=&position=",,,,,,,,,2026-03-24 22:22:21
Python,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=Python&industry=&position=,"岗位名称: Python
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=Python&industry=&position=","岗位名称: Python
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=Python&industry=&position=",,,,,,,,,2026-03-24 22:22:21
测试工程师,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=,"岗位名称: 测试工程师
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=","岗位名称: 测试工程师
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=",,,,,,,,,2026-03-24 22:22:21
运维工程师,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=,"岗位名称: 运维工程师
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=","岗位名称: 运维工程师
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=",,,,,,,,,2026-03-24 22:22:21
数据分析师,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88&industry=&position=,"岗位名称: 数据分析师
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88&industry=&position=","岗位名称: 数据分析师
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88&industry=&position=",,,,,,,,,2026-03-24 22:22:21
前端开发工程师,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=%E5%89%8D%E7%AB%AF%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=,"岗位名称: 前端开发工程师
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E5%89%8D%E7%AB%AF%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=","岗位名称: 前端开发工程师
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E5%89%8D%E7%AB%AF%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88&industry=&position=",,,,,,,,,2026-03-24 22:22:21
产品经理,,上海,上海,,,,,,,实习/社招,实习/社招,,,BOSS直聘,,暑期实习,https://www.zhipin.com/c101020100/?query=%E4%BA%A7%E5%93%81%E7%BB%8F%E7%90%86&industry=&position=,"岗位名称: 产品经理
公司: 
地点: 上海
薪资: 
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E4%BA%A7%E5%93%81%E7%BB%8F%E7%90%86&industry=&position=","岗位名称: 产品经理
公司:
地点: 上海
薪资:
关键词: 暑期实习
岗位链接: https://www.zhipin.com/c101020100/?query=%E4%BA%A7%E5%93%81%E7%BB%8F%E7%90%86&industry=&position=",,,,,,,,,2026-03-24 22:22:21
